X,Y,Z
0.0,0.0,0.03831452287305386
0.013513513513513549,0.0,0.046944223140216956
0.027027027027026997,0.0,0.04865270752875377
0.04054054054054054,0.0,0.0905300050351254
0.05405405405405409,0.0,0.04770025013768963
0.06756756756756754,0.0,0.06400807479736353
0.08108108108108109,0.0,0.014481625121187877
0.09459459459459464,0.0,0.09189636044052503
0.10810810810810809,0.0,0.09265850565121135
0.12162162162162164,0.0,0.11309022394613193
0.13513513513513514,0.0,0.14232700023123998
0.14864864864864863,0.0,0.1286141456674093
0.16216216216216217,0.0,0.16427883192157677
0.17567567567567569,0.0,0.1763102424591342
0.18918918918918917,0.0,0.1821228461503082
0.20270270270270274,0.0,0.20992269071788808
0.21621621621621623,0.0,0.22134861811464807
0.22972972972972971,0.0,0.1858204856239879
0.24324324324324328,0.0,0.1906545447156021
0.2567567567567568,0.0,0.2109135225934215
0.2702702702702703,0.0,0.2093780799723009
0.2837837837837838,0.0,0.17179963113276467
0.2972972972972973,0.0,0.1664747145382452
0.3108108108108108,0.0,0.1392055967486527
0.32432432432432434,0.0,0.15630384261799155
0.3378378378378379,0.0,0.14416636988577772
0.35135135135135137,0.0,0.10344666618015401
0.36486486486486486,0.0,0.11159917662338543
0.3783783783783784,0.0,0.13113667762463968
0.3918918918918919,0.0,0.1438048491975637
0.40540540540540543,0.0,0.12123250237410498
0.41891891891891897,0.0,0.11954595313367095
0.43243243243243246,0.0,0.10224212889711788
0.445945945945946,0.0,0.12336251898156976
0.45945945945945943,0.0,0.1535482964329657
0.472972972972973,0.0,0.09676390763533345
0.48648648648648657,0.0,0.10252778911212249
0.5,0.0,0.15584681294409672
0.5135135135135136,0.0,0.12225890943848017
0.5270270270270271,0.0,0.12934461368758846
0.5405405405405406,0.0,0.1750395618996088
0.5540540540540541,0.0,0.14170843147303178
0.5675675675675677,0.0,0.14085104207744328
0.5810810810810811,0.0,0.16162929389128833
0.5945945945945946,0.0,0.13431513719491292
0.6081081081081082,0.0,0.14281216034540142
0.6216216216216216,0.0,0.14921866357079405
0.6351351351351352,0.0,0.13296455513388836
0.6486486486486487,0.0,0.1107497912225446
0.6621621621621622,0.0,0.09403578400405647
0.6756756756756758,0.0,0.14865377902760593
0.6891891891891891,0.0,0.11519980153001053
0.7027027027027027,0.0,0.13332939566481336
0.7162162162162162,0.0,0.09991910133035428
0.7297297297297297,0.0,0.1253169572997929
0.7432432432432433,0.0,0.12070238116915889
0.7567567567567568,0.0,0.1188016104561218
0.7702702702702703,0.0,0.08030215242879903
0.7837837837837838,0.0,0.07324439577587608
0.7972972972972974,0.0,0.08378154107135595
0.8108108108108109,0.0,0.08392677965949558
0.8243243243243243,0.0,0.07325129427675185
0.8378378378378379,0.0,0.05800003949769072
0.8513513513513513,0.0,0.05411031023849977
0.8648648648648649,0.0,0.07393906738507172
0.8783783783783785,0.0,0.04943053811498728
0.891891891891892,0.0,0.023928317502080167
0.9054054054054055,0.0,0.061260408380984926
0.9189189189189189,0.0,0.05986153483254738
0.9324324324324326,0.0,0.038992541065370145
0.945945945945946,0.0,0.055638392271378075
0.9594594594594594,0.0,0.023033227644486474
0.9729729729729731,0.0,0.04459748693705364
0.9864864864864865,0.0,0.022240780855278103
1.0,0.0,0.039223635217973854
0.0,0.006711409395973167,0.050019515968697435
0.013513513513513549,0.006711409395973167,0.06644084742538053
0.027027027027026997,0.006711409395973167,0.03978665832859051
0.04054054054054054,0.006711409395973167,0.041975359245429465
0.05405405405405409,0.006711409395973167,0.0739115931300235
0.06756756756756754,0.006711409395973167,0.051307303611137126
0.08108108108108109,0.006711409395973167,0.0734482851258858
0.09459459459459464,0.006711409395973167,0.07960969247217366
0.10810810810810809,0.006711409395973167,0.10606081037876627
0.12162162162162164,0.006711409395973167,0.1008155372292363
0.13513513513513514,0.006711409395973167,0.14816759715480926
